frame_number,object_id,x,y,w,h,class,species,occlusion,noise
286,10,53,186,11,15,0,-1,0,0
286,12,103,159,12,11,0,-1,0,0
286,13,0,188,10,10,0,-1,0,0
286,14,0,178,10,10,0,-1,0,0
286,19,56,161,8,11,0,-1,0,0
286,20,47,142,10,10,0,-1,0,0
286,25,27,170,9,8,0,-1,0,0
286,27,39,124,10,14,0,-1,0,0
286,28,81,164,12,11,0,-1,0,0
286,29,45,159,12,11,0,-1,0,0
287,1,245,51,18,29,1,0,0,0
288,1,76,165,15,15,0,-1,0,0
288,2,147,245,18,14,0,-1,0,0
288,3,39,160,16,16,0,-1,0,0
288,4,189,225,14,11,0,-1,0,0
289,2,509,358,11,19,1,0,0,0
290,1,231,70,18,29,1,0,0,0
291,1,277,11,18,29,1,0,0,0
292,2,400,435,9,13,1,0,0,0
293,2,396,302,11,19,1,0,0,0
294,2,399,280,11,19,1,0,0,0
295,1,398,211,37,32,0,1,0,0
296,1,599,366,8,9,0,-1,0,0
297,1,433,69,11,26,1,0,0,0
297,2,451,87,12,20,1,0,0,0
297,3,441,80,10,20,1,0,0,0
298,1,106,152,15,15,0,-1,0,0
298,3,79,160,16,16,0,-1,0,0
298,4,278,166,14,11,0,-1,0,0
299,2,195,128,13,10,0,-1,0,0
299,3,199,119,11,9,0,-1,0,0
299,4,218,105,11,11,0,-1,0,0
299,5,278,64,10,8,0,-1,0,0
299,11,236,10,11,10,0,-1,0,0
299,13,237,0,10,10,0,-1,0,0
300,1,610,371,8,9,0,-1,0,0
301,2,342,161,11,19,1,0,0,0
302,1,361,224,10,16,1,0,0,0
302,2,380,253,9,13,1,0,0,0
303,1,111,149,15,15,0,-1,0,0
303,3,83,159,16,16,0,-1,0,0
303,4,281,162,14,11,0,-1,0,0
304,5,57,281,8,9,0,-1,0,0
304,6,114,223,14,11,0,-1,0,0
304,7,131,130,13,10,0,-1,0,0
304,10,155,165,11,15,0,-1,0,0
304,12,200,139,12,11,0,-1,0,0
304,13,106,166,10,10,0,-1,0,0
304,14,106,156,10,10,0,-1,0,0
304,19,155,142,8,11,0,-1,0,0
304,20,146,123,10,10,0,-1,0,0
304,25,126,151,9,8,0,-1,0,0
304,27,138,105,10,14,0,-1,0,0
304,28,178,144,12,11,0,-1,0,0
304,29,144,140,12,11,0,-1,0,0
305,1,374,245,9,14,1,0,0,0
305,2,388,277,9,13,1,0,0,0
306,2,394,182,11,19,1,0,0,0
307,1,391,201,9,14,1,0,0,0
307,2,403,251,9,13,1,0,0,0
308,1,223,80,18,29,1,0,0,0
309,1,320,138,21,18,0,1,0,0
310,1,388,114,21,18,0,1,0,0
311,1,201,79,18,29,1,0,0,0
312,1,94,154,15,15,0,-1,0,0
312,2,212,216,18,14,0,-1,0,0
312,3,51,158,16,16,0,-1,0,0
312,4,242,196,14,11,0,-1,0,0
313,1,253,40,18,29,1,0,0,0
314,1,108,155,15,15,0,-1,0,0
314,3,69,161,16,16,0,-1,0,0
314,4,262,187,14,11,0,-1,0,0
315,1,391,233,9,14,1,0,0,0
315,2,402,280,9,13,1,0,0,0
316,2,50,185,12,11,0,-1,0,0
316,3,55,176,11,11,0,-1,0,0
316,4,75,162,11,11,0,-1,0,0
316,5,140,115,10,12,0,-1,0,0
316,6,159,72,9,10,0,-1,0,0
316,7,98,13,12,11,0,-1,0,0
316,10,150,32,11,15,0,-1,0,0
316,11,97,54,11,10,0,-1,0,0
316,12,171,10,12,11,0,-1,0,0
316,20,109,7,10,10,0,-1,0,0
316,28,145,16,12,11,0,-1,0,0
316,29,120,17,12,11,0,-1,0,0
317,1,369,118,21,18,0,1,0,0
318,1,386,288,9,14,1,0,0,0
318,2,395,333,9,13,1,0,0,0
319,1,384,55,11,26,1,0,0,0
319,2,404,73,12,19,1,0,0,0
319,3,391,67,11,18,1,0,0,0
320,2,351,132,11,19,1,0,0,0
321,1,580,248,16,14,0,1,0,0
321,2,594,260,15,14,0,1,0,0
322,1,255,27,18,29,1,0,0,0
323,1,573,257,16,14,0,1,0,0
323,2,587,270,15,14,0,1,0,0
324,1,498,229,16,14,0,1,0,0
324,2,512,247,13,12,0,1,0,0
325,1,250,32,18,29,1,0,0,0
326,1,107,152,15,15,0,-1,0,0
326,3,76,159,16,16,0,-1,0,0
326,4,274,171,14,11,0,-1,0,0
327,1,539,235,16,14,0,1,0,0
327,2,552,247,15,14,0,1,0,0
328,2,65,179,12,11,0,-1,0,0
328,3,70,170,11,11,0,-1,0,0
328,4,90,156,11,11,0,-1,0,0
328,5,155,109,10,12,0,-1,0,0
328,6,174,66,9,10,0,-1,0,0
328,7,113,9,12,11,0,-1,0,0
328,10,164,26,11,15,0,-1,0,0
328,11,114,49,11,10,0,-1,0,0
328,12,184,4,12,11,0,-1,0,0
328,20,122,3,10,10,0,-1,0,0
328,28,158,10,12,11,0,-1,0,0
328,29,134,13,12,11,0,-1,0,0
329,1,86,169,15,15,0,-1,0,0
329,2,131,256,18,14,0,-1,0,0
329,3,57,160,16,16,0,-1,0,0
329,4,171,241,14,11,0,-1,0,0
330,1,259,24,18,29,1,0,0,0
331,1,337,65,11,21,1,0,0,0
331,2,353,79,11,20,1,0,0,0
331,3,348,70,5,21,1,0,0,0
332,1,581,358,8,9,0,-1,0,0
333,1,250,32,18,29,1,0,0,0
334,1,520,335,8,9,0,-1,0,0
335,6,23,244,14,11,0,-1,0,0
335,7,50,146,13,10,0,-1,0,0
335,10,71,183,11,15,0,-1,0,0
335,12,119,155,12,11,0,-1,0,0
335,13,20,185,10,10,0,-1,0,0
335,14,20,175,10,10,0,-1,0,0
335,19,74,158,8,11,0,-1,0,0
335,20,65,139,10,10,0,-1,0,0
335,25,45,167,9,8,0,-1,0,0
335,27,57,121,10,14,0,-1,0,0
335,28,97,160,12,11,0,-1,0,0
335,29,63,156,12,11,0,-1,0,0
336,1,288,49,11,26,1,0,0,0
336,2,308,67,12,21,1,0,0,0
336,3,296,59,10,22,1,0,0,0
337,1,106,155,15,15,0,-1,0,0
337,2,222,216,18,14,0,-1,0,0
337,3,64,157,16,16,0,-1,0,0
337,4,252,194,14,11,0,-1,0,0
338,1,390,237,9,14,1,0,0,0
338,2,413,306,9,13,1,0,0,0
339,2,337,178,11,19,1,0,0,0
340,1,327,141,21,18,0,1,0,0
341,2,130,286,9,11,0,-1,0,0
341,3,138,280,8,11,0,-1,0,0
341,4,150,265,16,14,0,-1,0,0
341,5,263,213,10,12,0,-1,0,0
341,6,306,166,14,11,0,-1,0,0
341,7,296,83,13,10,0,-1,0,0
341,10,329,113,11,15,0,-1,0,0
341,11,266,130,11,10,0,-1,0,0
341,12,366,91,12,11,0,-1,0,0
341,13,280,116,10,10,0,-1,0,0
341,19,323,93,8,11,0,-1,0,0
341,20,308,76,10,10,0,-1,0,0
341,25,297,101,9,8,0,-1,0,0
341,27,297,59,10,14,0,-1,0,0
341,28,344,95,12,11,0,-1,0,0
341,29,311,91,12,11,0,-1,0,0
342,1,325,140,21,18,0,1,0,0
343,1,420,61,11,26,1,0,0,0
343,2,439,80,11,18,1,0,0,0
343,3,428,72,11,20,1,0,0,0
344,1,109,152,15,15,0,-1,0,0
344,3,76,159,16,16,0,-1,0,0
344,4,275,172,14,11,0,-1,0,0
345,1,212,48,11,26,1,0,0,0
345,2,231,66,13,20,1,0,0,0
345,3,219,59,11,20,1,0,0,0
346,1,303,250,9,14,1,0,0,0
346,2,320,344,11,18,1,0,0,0
347,1,250,32,18,29,1,0,0,0
348,1,317,137,21,18,0,1,0,0
349,1,248,46,18,29,1,0,0,0
350,1,77,166,15,15,0,-1,0,0
350,2,144,246,18,14,0,-1,0,0
350,3,41,161,16,16,0,-1,0,0
350,4,186,226,14,11,0,-1,0,0
351,1,158,162,15,15,0,-1,0,0
351,2,190,248,18,14,0,-1,0,0
351,3,135,152,16,16,0,-1,0,0
351,4,226,240,14,11,0,-1,0,0
352,2,403,252,11,19,1,0,0,0
353,1,81,171,15,15,0,-1,0,0
353,2,125,255,18,14,0,-1,0,0
353,3,53,161,16,16,0,-1,0,0
353,4,166,243,14,11,0,-1,0,0
354,1,189,49,11,26,1,0,0,0
354,2,208,65,12,21,1,0,0,0
354,3,198,59,10,19,1,0,0,0
355,1,409,261,47,40,0,1,0,0
356,1,398,213,37,33,0,1,0,0
357,1,540,250,16,14,0,1,0,1
357,2,554,264,15,14,0,1,0,1
358,1,370,65,10,17,1,0,0,0
358,2,385,81,11,15,1,0,0,0
358,3,377,73,10,18,1,0,0,0
359,1,227,74,18,29,1,0,0,0
360,1,96,148,15,15,0,-1,0,0
360,3,72,155,16,16,0,-1,0,0
360,4,272,153,14,11,0,-1,0,0
361,1,229,51,11,26,1,0,0,0
361,2,248,67,14,21,1,0,0,0
361,3,237,57,11,22,1,0,0,0
362,1,341,268,9,14,1,0,0,0
362,2,362,350,9,13,1,0,0,0
363,1,209,90,18,29,1,0,0,0
364,1,240,52,18,29,1,0,0,0
365,1,389,114,21,18,0,1,0,0
366,1,449,234,43,33,0,1,0,0
367,2,15,328,9,11,0,-1,0,0
367,3,23,322,8,11,0,-1,0,0
367,4,34,304,16,14,0,-1,0,0
367,5,164,247,10,12,0,-1,0,0
367,6,215,194,14,11,0,-1,0,0
367,7,214,107,13,10,0,-1,0,0
367,10,243,141,11,15,0,-1,0,0
367,11,180,158,11,10,0,-1,0,0
367,12,285,116,12,11,0,-1,0,0
367,13,194,142,10,10,0,-1,0,0
367,14,197,133,8,9,0,-1,0,0
367,19,244,118,8,11,0,-1,0,0
367,20,229,101,10,10,0,-1,0,0
367,25,215,127,9,8,0,-1,0,0
367,27,220,83,10,14,0,-1,0,0
367,28,263,121,12,11,0,-1,0,0
367,29,232,116,12,11,0,-1,0,0
368,1,450,232,45,36,0,1,0,0
369,2,107,162,12,11,0,-1,0,0
369,3,113,152,11,11,0,-1,0,0
369,4,131,139,11,11,0,-1,0,0
369,5,194,94,10,12,0,-1,0,0
369,6,214,51,9,10,0,-1,0,0
369,7,151,0,12,11,0,-1,0,0
369,10,203,13,11,15,0,-1,0,0
369,11,153,36,11,10,0,-1,0,0
369,13,154,25,10,11,0,-1,0,0
369,28,197,1,12,11,0,-1,0,0
369,29,173,2,12,11,0,-1,0,0
370,1,250,32,18,29,1,0,0,0
371,1,374,244,9,14,1,0,0,0
371,2,388,275,9,13,1,0,0,0
372,1,386,243,9,14,1,0,0,0
372,2,410,316,9,13,1,0,0,0
373,4,7,194,11,11,0,-1,0,0
373,5,83,143,10,12,0,-1,0,0
373,6,106,97,9,10,0,-1,0,0
373,7,42,33,12,11,0,-1,0,0
373,10,97,54,11,15,0,-1,0,0
373,11,41,75,11,10,0,-1,0,0
373,12,119,30,12,11,0,-1,0,0
373,13,44,62,10,10,0,-1,0,0
373,19,78,39,7,13,0,-1,0,0
373,20,53,27,10,10,0,-1,0,0
373,25,50,49,9,8,0,-1,0,0
373,27,34,13,9,10,0,-1,0,0
373,28,93,37,12,11,0,-1,0,0
373,29,65,39,12,11,0,-1,0,0
374,2,403,232,11,19,1,0,0,0
375,1,374,248,9,14,1,0,0,0
375,2,388,280,9,13,1,0,0,0
376,1,302,137,21,18,0,1,0,0
377,1,407,206,39,32,0,1,0,1
378,2,400,273,11,19,1,0,0,0
379,1,399,211,9,14,1,0,0,0
379,2,417,272,9,13,1,0,0,0
380,1,186,157,15,15,0,-1,0,0
380,2,215,242,18,14,0,-1,0,0
380,3,164,144,16,16,0,-1,0,0
380,4,248,235,14,11,0,-1,0,0
381,2,67,310,9,11,0,-1,0,0
381,3,75,304,8,11,0,-1,0,0
381,4,84,289,16,14,0,-1,0,0
381,5,207,234,10,12,0,-1,0,0
381,6,255,182,14,11,0,-1,0,0
381,7,253,97,13,10,0,-1,0,0
381,10,284,128,11,15,0,-1,0,0
381,11,221,145,11,10,0,-1,0,0
381,12,323,105,12,11,0,-1,0,0
381,13,237,130,10,10,0,-1,0,0
381,14,239,121,8,9,0,-1,0,0
381,19,280,107,8,11,0,-1,0,0
381,20,265,90,10,10,0,-1,0,0
381,25,254,115,9,8,0,-1,0,0
381,27,256,72,10,14,0,-1,0,0
381,28,301,109,12,11,0,-1,0,0
381,29,268,105,12,11,0,-1,0,0
382,1,384,65,11,16,1,0,0,0
382,2,400,79,14,16,1,0,0,0
382,3,390,69,12,17,1,0,0,0
383,2,140,150,12,11,0,-1,0,0
383,3,146,141,11,11,0,-1,0,0
383,4,163,127,11,11,0,-1,0,0
383,5,225,83,10,12,0,-1,0,0
383,6,243,42,9,10,0,-1,0,0
383,10,232,7,11,11,0,-1,0,0
383,11,184,26,11,10,0,-1,0,0
383,13,185,10,11,13,0,-1,0,0
384,1,396,225,9,14,1,0,0,0
384,2,417,291,9,13,1,0,0,0
385,1,402,55,11,26,1,0,0,0
385,2,420,74,13,21,1,0,0,0
385,3,409,64,12,22,1,0,0,0
386,1,372,280,9,14,1,0,0,0
386,2,381,323,9,13,1,0,0,0
387,1,415,296,11,12,0,-1,0,0
388,1,348,203,9,15,1,0,0,0
388,2,370,228,9,13,1,0,0,0
389,2,471,499,9,12,1,0,0,0
390,1,370,271,9,14,1,0,0,0
390,2,380,309,9,13,1,0,0,0
391,1,535,288,20,18,0,1,0,0
391,2,549,304,18,15,0,1,0,0
392,1,318,259,8,9,0,-1,0,0
393,1,448,309,8,9,0,-1,0,0
394,1,104,170,15,15,0,-1,0,0
394,2,194,241,18,14,0,-1,0,0
394,3,62,169,16,16,0,-1,0,0
394,4,231,220,14,11,0,-1,0,0
395,2,367,105,11,19,1,0,0,0
396,1,419,221,41,33,0,1,0,0
397,1,398,211,40,30,0,1,0,0
398,1,354,271,8,9,0,-1,0,0
399,1,318,137,21,18,0,1,0,0
400,1,551,267,16,14,0,1,0,1
400,2,565,281,15,14,0,1,0,1
401,1,78,165,15,15,0,-1,0,0
401,2,148,244,18,14,0,-1,0,0
401,3,41,161,16,16,0,-1,0,0
401,4,190,222,14,11,0,-1,0,0
402,1,240,52,18,29,1,0,0,0
403,1,250,32,18,29,1,0,0,0
404,2,124,155,12,11,0,-1,0,0
404,3,130,144,11,11,0,-1,0,0
404,4,149,133,11,11,0,-1,0,0
404,5,211,88,10,12,0,-1,0,0
404,6,227,49,9,10,0,-1,0,0
404,10,217,10,11,15,0,-1,0,0
404,11,167,30,11,10,0,-1,0,0
404,13,167,20,10,11,0,-1,0,0
405,1,420,61,11,26,1,0,0,0
405,2,438,80,12,20,1,0,0,0
405,3,428,73,9,19,1,0,0,0
406,1,107,149,15,15,0,-1,0,0
406,3,82,157,16,16,0,-1,0,0
406,4,282,158,14,11,0,-1,0,0
407,1,503,235,16,14,0,1,0,0
407,2,514,249,15,14,0,1,0,0
408,1,184,47,11,26,1,0,0,0
408,2,204,66,13,17,1,0,0,0
408,3,193,58,10,20,1,0,0,0
409,1,396,173,9,14,1,0,0,0
409,2,408,224,9,13,1,0,0,0
410,2,392,167,11,19,1,0,0,0
411,1,399,208,46,31,0,1,0,0
412,1,375,283,9,14,1,0,0,0
412,2,385,326,9,13,1,0,0,0
413,1,410,218,39,31,0,1,0,0
414,1,399,215,42,32,0,1,0,0
415,1,111,149,15,15,0,-1,0,0
415,3,83,159,16,16,0,-1,0,0
415,4,283,159,14,11,0,-1,0,0
416,1,355,223,10,16,1,0,0,0
416,2,374,249,9,13,1,0,0,0
417,1,198,39,11,26,1,0,0,0
417,2,220,53,11,20,1,0,0,0
417,3,207,49,10,18,1,0,0,0
418,1,300,136,21,18,0,1,0,0
419,1,536,341,8,9,0,-1,0,0
420,1,251,49,11,26,1,0,0,0
420,2,272,66,13,21,1,0,0,0
420,3,260,57,10,22,1,0,0,0
421,2,392,175,11,19,1,0,0,0
422,1,552,267,16,14,0,1,0,0
422,2,566,281,15,14,0,1,0,0
423,1,236,62,18,29,1,0,0,0
424,1,329,274,9,14,1,0,0,0
424,2,351,363,9,13,1,0,0,0
425,1,447,69,11,26,1,0,0,0
425,2,466,85,11,20,1,0,0,0
425,3,453,78,11,18,1,0,0,0
426,1,104,152,15,15,0,-1,0,0
426,3,76,159,16,16,0,-1,0,0
426,4,274,169,14,11,0,-1,0,0
427,1,398,206,41,30,0,1,0,0
428,1,494,228,16,14,0,1,0,1
428,2,509,246,13,12,0,1,0,1
429,5,70,151,10,12,0,-1,0,0
429,6,95,104,9,10,0,-1,0,0
429,7,32,37,12,11,0,-1,0,0
429,10,87,59,11,15,0,-1,0,0
429,11,29,81,11,10,0,-1,0,0
429,12,109,34,12,11,0,-1,0,0
429,13,32,67,10,10,0,-1,0,0
429,19,68,44,8,11,0,-1,0,0
429,20,43,31,10,10,0,-1,0,0
429,25,40,53,9,8,0,-1,0,0
429,27,24,17,9,10,0,-1,0,0
429,28,84,41,12,11,0,-1,0,0
429,29,55,43,12,11,0,-1,0,0
430,5,37,283,14,11,0,-1,0,0
430,6,98,226,14,11,0,-1,0,0
430,7,115,133,13,10,0,-1,0,0
430,10,139,168,11,15,0,-1,0,0
430,12,184,142,12,11,0,-1,0,0
430,13,90,169,10,10,0,-1,0,0
430,14,90,159,10,10,0,-1,0,0
430,19,139,145,8,11,0,-1,0,0
430,20,130,126,10,10,0,-1,0,0
430,25,110,154,9,8,0,-1,0,0
430,27,122,108,10,14,0,-1,0,0
430,28,162,147,12,11,0,-1,0,0
430,29,128,143,12,11,0,-1,0,0
431,1,248,46,18,29,1,0,0,0
432,1,311,137,21,18,0,1,0,1
433,1,227,74,18,29,1,0,0,0
434,1,501,234,15,14,0,1,0,1
434,2,512,249,15,13,0,1,0,1
435,1,427,222,42,34,0,1,0,1
436,1,375,259,9,14,1,0,0,0
436,2,386,295,9,13,1,0,0,0
437,1,377,263,9,14,1,0,0,0
437,2,387,299,9,13,1,0,0,0
438,1,275,18,18,29,1,0,0,0
439,1,196,49,11,26,1,0,0,0
439,2,216,68,13,18,1,0,0,0
439,3,204,59,14,21,1,0,0,0
440,1,402,56,11,26,1,0,0,0
440,2,422,75,11,20,1,0,0,0
440,3,408,65,13,23,1,0,0,0
441,1,401,188,9,14,1,0,0,0
441,2,415,245,9,13,1,0,0,0
442,1,319,138,21,18,0,1,0,0
443,1,337,64,11,18,1,0,0,0
443,2,352,83,12,18,1,0,0,0
443,3,344,70,11,21,1,0,0,0
444,2,356,116,11,19,1,0,0,0
445,1,551,239,16,14,0,1,0,1
445,2,564,253,15,14,0,1,0,1
446,1,302,136,21,18,0,1,0,1
447,2,232,235,12,12,0,-1,0,0
447,3,239,224,11,12,0,-1,0,0
447,4,254,214,16,14,0,-1,0,0
447,5,351,170,10,12,0,-1,0,0
447,6,392,125,9,10,0,-1,0,0
447,7,365,48,13,10,0,-1,0,0
447,10,403,77,11,15,0,-1,0,0
447,11,346,91,11,10,0,-1,0,0
447,12,438,53,12,11,0,-1,0,0
447,20,378,42,10,10,0,-1,0,0
447,25,367,65,9,8,0,-1,0,0
447,27,366,28,9,10,0,-1,0,0
447,28,414,57,12,11,0,-1,0,0
447,29,384,56,12,11,0,-1,0,0
448,3,0,206,11,11,0,-1,0,0
448,4,15,190,11,11,0,-1,0,0
448,5,90,141,10,12,0,-1,0,0
448,6,112,93,9,10,0,-1,0,0
448,7,49,31,12,11,0,-1,0,0
448,10,102,50,11,15,0,-1,0,0
448,11,48,73,11,10,0,-1,0,0
448,12,126,28,12,11,0,-1,0,0
448,13,51,60,10,10,0,-1,0,0
448,20,60,25,10,10,0,-1,0,0
448,25,55,45,9,8,0,-1,0,0
448,27,39,11,9,10,0,-1,0,0
448,28,97,34,12,11,0,-1,0,0
448,29,72,37,12,11,0,-1,0,0
449,1,275,18,18,29,1,0,0,0
450,1,382,59,13,23,1,0,0,0
450,2,402,79,9,17,1,0,0,0
450,3,390,68,13,20,1,0,0,0
451,1,70,165,15,15,0,-1,0,0
451,2,154,244,18,14,0,-1,0,0
451,3,29,164,16,16,0,-1,0,0
451,4,193,222,14,11,0,-1,0,0
452,1,104,152,15,15,0,-1,0,0
452,3,76,159,16,16,0,-1,0,0
452,4,272,169,14,11,0,-1,0,0
453,1,546,276,16,14,0,1,0,1
453,2,559,290,15,14,0,1,0,1
454,1,443,67,11,26,1,0,0,0
454,2,463,84,11,20,1,0,0,0
454,3,451,76,10,21,1,0,0,0
455,1,532,298,16,14,0,1,0,0
455,2,545,312,15,14,0,1,0,0
456,1,251,48,11,26,1,0,0,0
456,2,270,65,14,21,1,0,0,0
456,3,258,59,13,21,1,0,0,0
457,1,548,273,16,14,0,1,0,0
457,2,562,287,15,14,0,1,0,0
458,1,304,244,9,14,1,0,0,0
458,2,321,342,9,13,1,0,0,0
459,2,145,277,12,12,0,-1,0,0
459,3,156,270,11,12,0,-1,0,0
459,4,164,258,16,14,0,-1,0,0
459,5,279,206,10,12,0,-1,0,0
459,6,321,157,12,12,0,-1,0,0
459,7,309,77,13,10,0,-1,0,0
459,10,342,106,11,15,0,-1,0,0
459,11,279,123,11,10,0,-1,0,0
459,12,379,84,12,11,0,-1,0,0
459,13,293,108,10,10,0,-1,0,0
459,19,336,86,8,11,0,-1,0,0
459,20,321,70,10,10,0,-1,0,0
459,25,310,96,9,8,0,-1,0,0
459,27,309,54,10,14,0,-1,0,0
459,28,357,88,12,11,0,-1,0,0
459,29,324,84,12,11,0,-1,0,0
460,1,102,171,15,15,0,-1,0,0
460,2,189,243,18,14,0,-1,0,0
460,3,59,169,16,16,0,-1,0,0
460,4,226,220,14,11,0,-1,0,0
461,1,383,287,9,14,1,0,0,0
461,2,392,332,9,13,1,0,0,0
462,1,173,51,11,26,1,0,0,0
462,2,192,67,13,21,1,0,0,0
462,3,181,60,11,20,1,0,0,0
463,1,225,76,18,29,1,0,0,0
464,1,419,63,11,26,1,0,0,0
464,2,438,81,13,20,1,0,0,0
464,3,427,69,11,21,1,0,0,0
465,1,426,222,41,34,0,1,0,0
466,1,400,58,9,18,1,0,0,0
466,2,416,72,13,24,1,0,0,0
466,3,405,67,12,17,1,0,0,0
467,1,109,152,15,15,0,-1,0,0
467,3,82,159,16,16,0,-1,0,0
467,4,281,165,14,11,0,-1,0,0
468,1,553,264,16,14,0,1,0,1
468,2,567,278,15,14,0,1,0,1
469,1,325,140,21,18,0,1,0,0
470,1,111,156,15,15,0,-1,0,0
470,2,227,215,18,14,0,-1,0,0
470,3,70,157,16,16,0,-1,0,0
470,4,259,192,14,11,0,-1,0,0
471,1,422,221,41,34,0,1,0,1
472,1,544,344,8,9,0,-1,0,0
473,1,108,155,15,15,0,-1,0,0
473,2,230,212,18,14,0,-1,0,0
473,3,65,159,16,16,0,-1,0,0
473,4,259,191,14,11,0,-1,0,0
474,1,381,60,12,23,1,0,0,0
474,2,402,81,9,22,1,0,0,0
474,3,393,65,9,21,1,0,0,0
475,1,57,161,15,15,0,-1,0,0
475,2,171,225,18,14,0,-1,0,0
475,3,14,162,16,16,0,-1,0,0
475,4,204,203,14,11,0,-1,0,0
476,1,253,38,18,29,1,0,0,0
477,1,565,257,16,14,0,1,0,1
477,2,578,269,15,14,0,1,0,1
478,1,397,177,9,14,1,0,0,0
478,2,410,231,9,13,1,0,0,0
479,2,405,322,11,19,1,0,0,0
480,1,308,249,9,14,1,0,0,0
480,2,322,350,9,13,1,0,0,0
481,1,381,115,21,18,0,1,0,1
482,1,255,27,18,29,1,0,0,0
483,2,86,302,9,11,0,-1,0,0
483,3,95,296,8,11,0,-1,0,0
483,4,104,282,16,14,0,-1,0,0
483,5,224,227,10,12,0,-1,0,0
483,6,269,176,14,11,0,-1,0,0
483,7,266,92,13,10,0,-1,0,0
483,10,297,123,11,15,0,-1,0,0
483,11,234,140,11,10,0,-1,0,0
483,12,336,100,12,11,0,-1,0,0
483,13,250,125,10,10,0,-1,0,0
483,14,252,116,8,9,0,-1,0,0
483,19,293,102,8,11,0,-1,0,0
483,20,278,85,10,10,0,-1,0,0
483,25,267,110,9,8,0,-1,0,0
483,27,269,67,10,14,0,-1,0,0
483,28,314,104,12,11,0,-1,0,0
483,29,281,100,12,11,0,-1,0,0
484,2,404,244,11,19,1,0,0,0
485,2,403,225,11,19,1,0,0,0
486,1,89,169,15,15,0,-1,0,0
486,2,140,254,18,14,0,-1,0,0
486,3,59,162,16,16,0,-1,0,0
486,4,185,238,14,11,0,-1,0,0
487,1,250,32,18,29,1,0,0,0
488,1,104,152,15,15,0,-1,0,0
488,3,76,159,16,16,0,-1,0,0
488,4,274,168,14,11,0,-1,0,0
