frame_number,object_id,x,y,w,h,class,species,occlusion,noise
319,2,169,238,18,14,0,-1,0,0
319,3,17,175,16,16,0,-1,0,0
319,4,202,215,14,11,0,-1,0,0
320,2,382,419,9,13,1,0,0,0
321,1,381,115,21,18,0,1,0,1
322,1,375,256,9,14,1,0,0,0
322,2,398,330,9,13,1,0,0,0
323,1,303,134,21,18,0,1,0,0
324,4,278,230,14,11,0,-1,0,0
324,2,245,236,18,14,0,-1,0,0
324,1,219,150,15,15,0,-1,0,0
324,3,196,138,16,16,0,-1,0,0
325,1,560,260,16,14,0,1,0,0
325,2,572,274,15,14,0,1,0,0
326,1,289,136,21,18,0,1,0,0
327,1,106,152,15,15,0,-1,0,0
327,3,79,160,16,16,0,-1,0,0
327,4,278,166,14,11,0,-1,0,0
328,1,278,326,11,23,1,0,0,0
329,1,328,338,11,23,1,0,0,0
330,1,557,261,16,14,0,1,0,1
330,2,570,275,15,14,0,1,0,1
331,1,198,39,11,26,1,0,0,0
331,2,219,55,12,18,1,0,0,0
331,3,206,49,11,18,1,0,0,0
332,1,284,332,11,23,1,0,0,0
333,1,420,61,11,26,1,0,0,0
333,2,439,81,12,20,1,0,0,0
333,3,428,72,10,18,1,0,0,0
334,1,494,228,16,14,0,1,0,1
334,2,509,246,13,12,0,1,0,1
335,1,73,168,15,15,0,-1,0,0
335,2,154,244,18,14,0,-1,0,0
335,3,32,165,16,16,0,-1,0,0
335,4,193,222,14,11,0,-1,0,0
336,1,318,137,21,18,0,1,0,0
337,1,105,152,15,15,0,-1,0,0
337,3,76,159,16,16,0,-1,0,0
337,4,272,169,14,11,0,-1,0,0
338,1,173,51,11,26,1,0,0,0
338,2,193,66,13,20,1,0,0,0
338,3,181,58,11,21,1,0,0,0
339,1,111,156,15,15,0,-1,0,0
339,2,227,215,18,14,0,-1,0,0
339,3,70,157,16,16,0,-1,0,0
339,4,259,192,14,11,0,-1,0,0
340,1,354,220,10,16,1,0,0,0
340,2,371,246,9,13,1,0,0,0
341,1,348,204,9,13,1,0,0,0
341,2,371,227,9,13,1,0,0,0
342,1,414,63,9,18,1,0,0,0
342,2,432,77,10,17,1,0,0,0
342,3,420,69,11,17,1,0,0,0
343,1,300,332,11,23,1,0,0,0
344,1,382,59,13,23,1,0,0,0
344,2,402,79,9,17,1,0,0,0
344,3,390,68,13,20,1,0,0,0
345,1,374,245,9,14,1,0,0,0
345,2,388,277,9,13,1,0,0,0
346,1,374,244,9,14,1,0,0,0
346,2,388,275,9,13,1,0,0,0
347,1,104,149,15,15,0,-1,0,0
347,3,79,157,16,16,0,-1,0,0
347,4,280,156,14,11,0,-1,0,0
348,1,350,50,11,26,1,0,0,0
348,2,368,69,12,21,1,0,0,0
348,3,358,63,9,17,1,0,0,0
349,1,532,235,16,14,0,1,0,1
349,2,545,248,15,14,0,1,0,1
